"Response","tweets"
"positive","cheer design style 2 portable power bank https   t co ppsqtwt3jo  iphone charger  apple charger  android charger  https   t co 6ocjl35f8c"
"positive","check out apple iphone 7 plus   256gb   rose gold  at amp t   https   t co hp3rzhem67   ebayclassifieds   sale  bid  https   t co c4evx3rr3p"
"positive","rt  mcphoney  what brightness setting do you have your phone set to     iphone  samsung  phone  smartphone  tech  technology  gadgets  goog "
"negative"," app valley vip install  appvalley on  iphone after  revoke  apps will be uploaded soon     https   t co lqfxwgufiu"
"positive"," iphone giveaway  i am giving a iphone xs max for fun   simply retweet and follow to enter the  giveaway "
"neutral","latest iphone update totally f ed up my twitter  pics are not loading when connected to wi fi   apple  iphone  update"
"positive","rt  gsbimagesmbusch  good morning    timelapse  iphone  florida  sunrise     stormhour  jimcantore  spann  usasunrise  wptv  earthandclouds "
"positive","hey  apple and  tim cook  if your not going to give us  airpower  at lease give us the cool charging animation on t  https   t co 24gb6nyxli"
"positive","rt  nexscience apps  create and edit rich text  documents on your  iphone or  ipad   work on your documents even when not connected to the "
"positive","yup  i did it  lol bought the new  fortnite  skin  fortniteskin  epicgames  battleroyale  iphonexr  app  iphone  https   t co sueyskf4mz"
"positive","applemusic  apple  news  iphone  ipad  ios9 3  beta1 call of duty  black ops iii now available on mac https   t co bm9utensyl"
"positive","win an hp sprocket plus to print your mobile snaps on the go       enter here   https   t co 97gklshinc     comp  https   t co eihrdszeqf"
"positive","rt  famenxt  sun moon stars white galaxy   casetify   iphone  iphonecase  gadgets  casetify  sunmoonstars  stars  galaxy  universe  https   "
"positive","rt  techinrl  airpods user guide and tutorial   updated for ios 12   part 1  basic setup and overview  https   t co d5b61vpjha  airpods  ai "
"positive","found this old tweet back from 2016   airpods  iphone  prediction https   t co rkk3k3mxru"
"neutral"," goodbye  old  iphone  this could be  40x betterif you own apple s stock  know someone who does  or have even thoug  https   t co pp40n25zeh"
"positive","hey guys  video games in https   t co rpgttodmsn  shopping  price  money  car  coupon  tv  video  aws  prime  https   t co mzqguywvjd"
"positive","siri  i m pretty sure you re prematurely excited about that extra hours sleep tomorrow night  daylight savings in a  https   t co eegc5x7x0d"
"neutral","the next iphone is rumored to be able to charge up your other gadgets https   t co wlg5mat2ta  apple  iphone  https   t co 7jzonwkbdz"
"neutral","i now own an  iphone xs max   https   t co ozpn8dg9lw"
"positive","rt  bondswell com  feels good  show with dianne  stickers   fun  cute  blogger  iphone  ios10  text  imessage  imessagesticker  animals htt "
"negative","circle dragger   beware black dots and  obstacles for  iphone  amp   ipad  itunes  appstore  chosenapps https   t co iyd8dxpmek"
"negative","rt  oudajo   nab just wondering when we finally be able to use  applepay     this pay tag thingy is so yesterday     nab  creditcard  iphon "
"neutral","lets i tell you a complete step by step  process that how to  approach  apple to put your  app into the  appstore  https   t co 5opkhumdr4"
"neutral","hold your earphones and much more  https   t co kp4o0iljtv  phoneaccessories  iphone  accessories   smartphone  https   t co v5rbuvcxlg"
"positive","rt  iamtrinetta  we have our  tv set  amp  we re waiting for the  freedom sleep   premiere  hamadmalkuwari et   go now to https   t co ihojosqu "
"positive","also about to poly this one as well    finish  well  soccer  almost  home  isuzupup  wood  coke  pepsi  namaste  https   t co ugtwy9qohq"
"positive","kehlani   nights like this   myxx fm    1 for spanglish hits  la mejor musica         https   t co 32kgnozeid  https   t co xq4j8xqzcu"
"positive"," sos method app  is meditation reinvented for the modern world https   t co rxruudxdub it works anytime  anywhere e  https   t co tn3b95megr"
"positive"," sunset above the  trail  iphonexsmax  iphone  iphoneography   victory trailhead https   t co dnpsfkpszg"
"positive","winner  iphone user forum best  sleep  app now with zoomlite  siri enabled  flashlight  weather more  https   t co wdcvucjhqw"
"neutral","                                      teamfollowback  tfbjp  follow4follow  teamhitfollow  iphone  100aday  autofollow   follow ezhas  mdo"
"neutral","2 iphones     same update     one is complete within minutes     the other is still preparing it self 20 minutes la  https   t co m94009jtdv"
"positive"," debtcrisisorg  aoc the free  givling app is now adding daily  500  cash  prizes in addition to all the other ways  https   t co vkm8el4vqy"
"negative","killer underwater photos could be iphone s next big camera upgrade   cult of mac https   t co uuhrczpatz  iphone https   t co kdhxewifoz"
"positive","who was  first  tolaunch 5g  depends who you ask https   t co mcz3do91nn  pmtechbrief  globalrace  1onmoney  https   t co c5awtpr8ql"
"neutral","rt  samyam43413833   time pass only apple user knows  apple  iphone  compass https   t co jjj8pmjqca"
"positive","the perfect duo   fredo secret wallet  amp  fredo apple watch band   https   t co rh9gmi4a2a    fredolifestyle  https   t co zoc4xhde00"
"positive","  repairs   your loved  one on the spot     need a  fast  time  onthespot  damage  phone  screen  repair in  sydney  https   t co shfdzfoaih"
"positive","welcome welcome   single by warnp  warnp  therealwarnp  philosopherentertainment  philosopherent itunes   https   t co iaadibxgsi"
"positive","rt  gbstechnologies  hey gamers  will you being subscribing to apple arcade this fall       https   t co fg1dtqaslr  https   t co wjtafuilnv"
"positive","remember when the  iphone had a camera on it so good that others strived to just even come close to it   it hasn t  https   t co iggxubo5ky"
"positive","rt  ndhunay  i love using my  android phone to tap and pay for purchases  i simply unlock the phone  amp  tap  this morning i saw someone use a "
"positive"," bible verse found with uplifting psalms daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co dfeu7tyszf"
"negative","can t put my finger on it  but i think something is missing   iphone  screenlessfriday https   t co unvfnq5zed"
"negative","2019 iconic  vintage  surf limited edition  gold and pink phone case https   t co 2xdcscx5ow via  etsy  iphone  iphonecase"
"neutral","256gb apple iphone 8 plus for  619 at gazelle   230 off  no contract  30 day return   apple  iphone  iphone8plus https   t co f3pehfteef"
"positive","win an hp sprocket plus to print your mobile snaps on the go       enter here   https   t co o8irakwfyi     comp  https   t co denkvn3kwm"
"positive"," italian ang23 naw   an  iphone because the user is clearly in one spot the entire time with their 4in charger attached to the wall "
"positive","how to download  amp  read  free ebooks on your  iphone   android phone   windowsphone  blackberry   it s simple  https   t co m4xvlommhn"
"neutral"," iphonecase  iphone  apple  smartphonecase hello kitty mickey iphone case just  17 69 https   t co mvy2rwsbs8"
"positive","top 12 apps for iphone users in 2019 if you are an iphone user  we will recommend you to download the following app  https   t co wglk22ygs1"
"positive","lawsuit claims larry page didn t get board approval and personally approved a  150m stock grant to andy rubin despi  https   t co e1vfgiem9d"
"positive","did the  saudis hack  jeffbezos phone  a new hotel in  china is using  facialrecognition for many of its services   https   t co taoqydbyfi"
"positive","thanks  master unlocker l c for the follow  check out our  unlockcode  icloud for  apple  iphone  samsung  lg  https   t co x1x3ecxsf4"
"negative","iphone fell in water  read this post to fix iphone water damage   https   t co ojbyccleop   tech  iphone  iphoneinwater pls retweet"
"positive","civilization vi saves games now across both the pc and nintendo switch  microsoft does something similar with its x  https   t co c3dyjym75y"
"positive","the biggest thing apple needs to improve for the iphone 11 to keep pace with android https   t co 5rsjlq5fgg via  https   t co baz6rrzr4q"
"positive","one more to go and i ll have the spring collection from apple  love silicone    apple  case  silicone  abstract  https   t co dvcatt6aih"
"neutral"," iphone  wallpaper   all iphone  wallpapers pack by  ar72014   1  https   t co fgsj0yzetm  2   https   t co jeywaxszz4"
"positive","stop everything  there s a red iphone 7 now  there s some ipad news too  but let s be honest  we re here for the ip  https   t co v1v2x76qan"
"negative","proverbs trivia quiz   ios source code    via codester  triviaquiz  3wordguessing   iphone  ipad  itunes  appstore https   t co yqzb0bmorg"
"neutral","track how much you move  exercise  and stand from day to day     applewatch  iphone  activityapp https   t co ipcntyidh0"
"positive"," sadgirl  iphonecase by turddemon https   t co afdb6x2d6f cheer up buttercup     cellphonecase  iphone  follow  https   t co w4b4xl6p5n"
"positive","i had to jump on iphones ring tone       so don t take it personal i was just having fun    ijobawest   music  vow  https   t co 13pmk0drhw"
"positive","have you ever heard of a notch less wallpaper   try it out and let me know if you like it        notch  less  https   t co y0y3zlw41l"
"positive","rt  sitezeus  steve jobs probably never thought he would redefine the retail industry  but he did with the  iphone  click here to learn the "
"negative"," 5g should be debuting this year  but the  iphone may not debut its first compatible phone until after 2020  get th  https   t co zmd0uvaby3"
"neutral","easter activities  30  discount both front and back iphone 6 plus  6s plus cases  buy now     iphonecases  iphone  https   t co wh8aj2zajl"
"positive","the  apple 10 5 inch ipad pro is immensely powerful  amp  equipped with great performance  call  08140000114  https   t co z0l1cct8xp"
"neutral","walkie talkie uv 82 dual band  get it here     gt  https   t co r9uerbfswn    cellphone  iphone  mobile  phone  apple  https   t co t1jfsxidsa"
"positive","participate in  quiztimemorningswithamazon  answer and win  10 000 on  amazon  this quiz is only available on amazo  https   t co syhpnngraz"
"positive","today  the fastest growing paid app in the us    is  exploding kittens    it grew 23 points   to reach the number 7  https   t co fjsxx1vpak"
"positive","who likes it    welcome to https   t co clv0rotsyy   phone  android  iphone  phone https   t co kofgfglxcx"
"negative","twitch prime  and amazon prime  subscribers get free 12 months of nintendo switch online  if you re a  twitch prime  https   t co akheqfw8bh"
"neutral","  wake up and take your coffee        starbucks  starbucksreserve  starbucksindonesia  bali  vickymotret   kdwn  https   t co ulq7qjbpsw"
"positive","price drop   warlords classic   offici  on sale for  iphone  ipad  4 99  gt  gt   0 99 https   t co k9ozuemgum https   t co 0ystllivmf"
"positive","hey look at my new ish  phone case   urarakaochako  uravity  bnha  mha  custom  iphone  snapchat  edit  pink https   t co wfpdcrmiqw"
"positive","rt  appleinsider  tips  it s easy to use  airplay with a radio station s stream  but with a few steps  and an app or two  you can turn appl "
"positive","trim your video down to the very best moment  learn to easily edit out what doesn t help tell the story  how to tri  https   t co zlggvvzavb"
